10,0.0,0.0,30.14434266090393
10,0.0,0.0,11.122120380401611
10,0.0,0.0,12.358718872070312
10,0.0,0.0,41.03967094421387
10,0.0,0.0,4.69073224067688
10,0.0,10.0,18.875298023223877
10,0.0,10.0,19.798635244369507
10,0.0,10.0,12.424316883087158
10,0.0,10.0,71.87404179573059
10,0.0,10.0,19.028037309646606
10,0.0,50.0,57.611828088760376
10,0.0,50.0,22.77060627937317
10,0.0,50.0,12.099562406539917
10,0.0,50.0,2.1111207008361816
10,0.0,50.0,13.845341920852661
10,0.0,70.0,14.174740552902222
10,0.0,70.0,15.23145341873169
10,0.0,70.0,12.31006932258606
10,0.0,70.0,42.381123781204224
10,0.0,70.0,10.302865505218506
10,0.0,90.0,58.30559325218201
10,0.0,90.0,6.881780624389648
10,0.0,90.0,40.1257483959198
10,0.0,90.0,15.918404579162598
10,0.0,90.0,45.68646693229675
10,10.0,0.0,18.669858694076538
10,10.0,0.0,9.677242517471313
10,10.0,0.0,31.47375774383545
10,10.0,0.0,12.202570915222168
10,10.0,0.0,16.379806518554688
10,10.0,10.0,27.728119373321533
10,10.0,10.0,12.48784875869751
10,10.0,10.0,24.411633253097534
10,10.0,10.0,13.83539080619812
10,10.0,10.0,12.119835615158081
10,10.0,50.0,21.871439933776855
10,10.0,50.0,16.98915982246399
10,10.0,50.0,29.386131525039673
10,10.0,50.0,10.703679084777832
10,10.0,50.0,23.373300552368164
10,10.0,70.0,19.164925813674927
10,10.0,70.0,19.35422968864441
10,10.0,70.0,25.474743843078613
10,10.0,70.0,9.478292226791382
10,10.0,70.0,12.464266300201416
10,10.0,90.0,11.906639099121094
10,10.0,90.0,13.417794704437256
10,10.0,90.0,35.29764485359192
10,10.0,90.0,14.333951473236084
10,10.0,90.0,11.069673299789429
10,50.0,0.0,15.013728618621826
10,50.0,0.0,2.549164056777954
10,50.0,0.0,22.610471725463867
10,50.0,0.0,38.63300585746765
10,50.0,0.0,10.06714153289795
10,50.0,10.0,15.439411163330078
10,50.0,10.0,14.655815839767456
10,50.0,10.0,16.817235708236694
10,50.0,10.0,11.669503450393677
10,50.0,10.0,12.510677099227905
10,50.0,50.0,11.920670509338379
10,50.0,50.0,14.691161155700684
10,50.0,50.0,73.53500533103943
10,50.0,50.0,30.410258293151855
10,50.0,50.0,7.214507341384888
10,50.0,70.0,22.68427038192749
10,50.0,70.0,23.7136070728302
10,50.0,70.0,21.480814218521118
10,50.0,70.0,981.3829250335693
10,50.0,70.0,28.584589958190918
10,50.0,90.0,6.1668806076049805
10,50.0,90.0,9.935814380645752
10,50.0,90.0,30.61667537689209
10,50.0,90.0,8.734607458114624
10,50.0,90.0,551.1091163158417
10,70.0,0.0,26.728515625
10,70.0,0.0,15.389328718185425
10,70.0,0.0,15.514018774032593
10,70.0,0.0,63.546292543411255
10,70.0,0.0,7.669917583465576
10,70.0,10.0,20.48037314414978
10,70.0,10.0,10.118752717971802
10,70.0,10.0,24.88478398323059
10,70.0,10.0,20.470567226409912
10,70.0,10.0,20.59851622581482
10,70.0,50.0,9.139757633209229
10,70.0,50.0,18.954906940460205
10,70.0,50.0,29.174455642700195
10,70.0,50.0,47.22978448867798
10,70.0,50.0,17.915374755859375
10,70.0,70.0,24.358428955078125
10,70.0,70.0,28.679452657699585
10,70.0,70.0,26.447571992874146
10,70.0,70.0,15.512091875076294
10,70.0,70.0,12.663814067840576
10,70.0,90.0,20.616488218307495
10,70.0,90.0,21.505008220672607
10,70.0,90.0,25.074552297592163
10,70.0,90.0,11.90647268295288
10,70.0,90.0,18.399742126464844
10,90.0,0.0,17.577056169509888
10,90.0,0.0,19.50247287750244
10,90.0,0.0,21.161829948425293
10,90.0,0.0,12.736066102981567
10,90.0,0.0,10.516223907470703
10,90.0,10.0,7.458770036697388
10,90.0,10.0,48.03088402748108
10,90.0,10.0,19.30020523071289
10,90.0,10.0,14.367244243621826
10,90.0,10.0,22.199586391448975
10,90.0,50.0,11.564605712890625
10,90.0,50.0,19.01542043685913
10,90.0,50.0,28.66693925857544
10,90.0,50.0,17.84868359565735
10,90.0,50.0,1.9237751960754395
10,90.0,70.0,78.42181515693665
10,90.0,70.0,2.528519868850708
10,90.0,70.0,36.90417146682739
10,90.0,70.0,37.51154398918152
10,90.0,70.0,21.728604555130005
10,90.0,90.0,38.4602735042572
10,90.0,90.0,58.27098894119263
10,90.0,90.0,11.875128984451294
10,90.0,90.0,31.614317417144775
10,90.0,90.0,2.5191712379455566
50,0.0,0.0,22.73935103416443
50,0.0,0.0,5.913011789321899
50,0.0,0.0,2.4822964668273926
50,0.0,0.0,9.204158067703247
50,0.0,0.0,14.640408992767334
50,0.0,10.0,19.203115940093994
50,0.0,10.0,3.0441813468933105
50,0.0,10.0,5.99518609046936
50,0.0,10.0,15.131591320037842
50,0.0,10.0,34.413941621780396
50,0.0,50.0,29.728357315063477
50,0.0,50.0,8.02298092842102
50,0.0,50.0,20.413745403289795
50,0.0,50.0,17.31203293800354
50,0.0,50.0,12.320252656936646
50,0.0,70.0,3.15844988822937
50,0.0,70.0,19.482551097869873
50,0.0,70.0,29.71873950958252
50,0.0,70.0,68.5504047870636
50,0.0,70.0,7.2124903202056885
50,0.0,90.0,2.5984385013580322
50,0.0,90.0,40.22784066200256
50,0.0,90.0,46.788424491882324
50,0.0,90.0,76.35533666610718
50,0.0,90.0,18.336573362350464
50,10.0,0.0,20.000970363616943
50,10.0,0.0,10.330163478851318
50,10.0,0.0,33.670766830444336
50,10.0,0.0,4.362773180007935
50,10.0,0.0,13.260435581207275
50,10.0,10.0,54.735461473464966
50,10.0,10.0,2.806868553161621
50,10.0,10.0,2.6244630813598633
50,10.0,10.0,5.192334175109863
50,10.0,10.0,7.1006858348846436
50,10.0,50.0,16.09488821029663
50,10.0,50.0,1.7879350185394287
