4,0.1,0.001,29.313320875167847,100
4,0.1,0.001,5.404044151306152,10
4,0.1,0.001,4.03735613822937,(10, [17.0, 20.0, 22.0, 11.0, 26.0, 27.0, 17.0, 26.0, 16.0, 9.0])running_reward
4,0.1,0.001,4.168832063674927,(10, [18.0, 25.0, 35.0, 18.0, 31.0, 30.0, 22.0, 14.0, 23.0, 14.0])running_reward
4,0.1,0.001,4.02544093132019,(10, [12.0, 19.0, 12.0, 22.0, 19.0, 38.0, 31.0, 24.0, 16.0, 22.0])running_reward
4,0.1,0.001,4.219580173492432,(10, [17.0, 20.0, 15.0, 24.0, 10.0, 12.0, 73.0, 12.0, 21.0, 29.0])running_reward
4,0.1,0.001,3.8018360137939453,(10, [11.0, 13.0, 41.0, 14.0, 17.0, 10.0, 12.0, 52.0, 24.0, 18.0])running_reward
4,0.1,0.01,3.272036075592041,(10, [9.0, 14.0, 31.0, 11.0, 12.0, 10.0, 20.0, 11.0, 34.0, 24.0])running_reward
4,0.1,0.01,4.953593730926514,(10, [24.0, 26.0, 11.0, 41.0, 25.0, 13.0, 34.0, 23.0, 24.0, 48.0])running_reward
4,0.1,0.01,4.227366924285889,(10, [19.0, 32.0, 15.0, 27.0, 17.0, 30.0, 21.0, 36.0, 12.0, 20.0])running_reward
4,0.1,0.01,2.863898992538452,(10, [12.0, 10.0, 12.0, 13.0, 16.0, 17.0, 19.0, 23.0, 14.0, 11.0])running_reward
4,0.1,0.01,4.053348064422607,(10, [16.0, 15.0, 23.0, 26.0, 14.0, 35.0, 38.0, 13.0, 22.0, 14.0])running_reward
4,0.1,0.001,4.631112098693848,10,[19.0, 17.0, 25.0, 16.0, 27.0, 24.0, 18.0, 28.0, 12.0, 37.0]
4,0.1,0.001,2.873807907104492,10,[20.0, 17.0, 13.0, 17.0, 12.0, 21.0, 16.0, 14.0, 14.0, 11.0]
4,0.1,0.001,3.111589193344116,10,[15.0, 11.0, 24.0, 26.0, 20.0, 17.0, 18.0, 8.0, 13.0, 14.0]
4,0.1,0.001,4.616004943847656,10,[22.0, 17.0, 21.0, 16.0, 15.0, 9.0, 40.0, 28.0, 11.0, 74.0]
4,0.1,0.001,3.5022149085998535,10,[26.0, 9.0, 25.0, 12.0, 13.0, 25.0, 16.0, 40.0, 12.0, 22.0]
4,0.1,0.01,4.064046859741211,10,[22.0, 9.0, 29.0, 38.0, 20.0, 33.0, 16.0, 9.0, 9.0, 30.0]
4,0.1,0.01,4.40064001083374,10,[14.0, 23.0, 12.0, 22.0, 20.0, 32.0, 17.0, 29.0, 14.0, 49.0]
4,0.1,0.01,5.542808771133423,10,[36.0, 73.0, 13.0, 18.0, 16.0, 26.0, 17.0, 33.0, 47.0, 11.0]
4|0.1|0.001|2.655519962310791|5|[14.0, 20.0, 17.0, 29.0, 11.0]
4|0.1|0.001|2.21616792678833|5|[28.0, 22.0, 26.0, 10.0, 27.0]
4|0.1|0.001|2.875575065612793|5|[21.0, 17.0, 33.0, 48.0, 33.0]
4|0.1|0.001|2.4660937786102295|5|[34.0, 43.0, 25.0, 13.0, 24.0]
4|0.1|0.001|2.803394079208374|5|[11.0, 37.0, 26.0, 31.0, 45.0]
4|0.1|0.01|1.4710981845855713|5|[24.0, 16.0, 13.0, 14.0, 11.0]
4|0.1|0.01|2.4780962467193604|5|[18.0, 17.0, 28.0, 52.0, 10.0]
4|0.1|0.01|1.0545310974121094|5|[11.0, 9.0, 12.0, 12.0, 11.0]
4|0.1|0.01|1.2515802383422852|5|[14.0, 18.0, 8.0, 14.0, 12.0]
4|0.1|0.01|1.2294111251831055|5|[16.0, 18.0, 10.0, 10.0, 10.0]
4|0.1|0.1|1.8574469089508057|5|[17.0, 11.0, 38.0, 16.0, 15.0]
4|0.1|0.1|1.4079532623291016|5|[13.0, 11.0, 16.0, 13.0, 18.0]
4|0.1|0.1|1.4304590225219727|5|[22.0, 21.0, 9.0, 12.0, 9.0]
4|0.1|0.1|2.4664647579193115|5|[9.0, 45.0, 32.0, 16.0, 26.0]
4|0.1|0.1|1.6672430038452148|5|[32.0, 12.0, 10.0, 16.0, 10.0]
4|0.3|0.001|1.9961740970611572|5|[12.0, 16.0, 25.0, 31.0, 17.0]
4|0.3|0.001|2.466752052307129|5|[57.0, 15.0, 30.0, 9.0, 16.0]
4|0.3|0.001|2.2825541496276855|5|[28.0, 15.0, 48.0, 12.0, 15.0]
4|0.3|0.001|2.5877301692962646|5|[14.0, 17.0, 53.0, 35.0, 11.0]
4|0.3|0.001|2.3393678665161133|5|[13.0, 33.0, 13.0, 42.0, 18.0]
4|0.3|0.01|1.814251184463501|5|[24.0, 17.0, 15.0, 14.0, 19.0]
