16|0.3|0.001|465.5036885738373|1000|-289.31355951894284
16|0.3|0.001|460.3029317855835|1000|-409.681523638333
16|0.3|0.001|713.7325444221497|1000|-279.95625468898237
16|0.3|0.01|454.6893594264984|1000|-225.79179943272274
16|0.3|0.01|839.0979516506195|1000|-210.91729598417817
16|0.3|0.01|1344.7751381397247|1000|-185.55565605017844
16|0.3|0.1|748.3521590232849|1000|-284.0435382807124
16|0.3|0.1|386.1789197921753|1000|-545.7807620922974
16|0.3|0.1|1671.5717825889587|1000|-133.01856399895613
16|0.5|0.001|471.3709092140198|1000|-338.79687237460354
16|0.5|0.001|503.42966294288635|1000|-149.29662308035728
16|0.5|0.001|524.2151529788971|1000|-312.74836585030005
16|0.5|0.01|442.482784986496|1000|-216.47892394447274
16|0.5|0.01|705.9004232883453|1000|-239.93579404280695
16|0.5|0.01|544.9077966213226|1000|-460.1792358236756
16|0.5|0.1|1718.2022993564606|1000|-119.43221411315287
16|0.5|0.1|809.6863479614258|1000|-302.8624589741287
16|0.5|0.1|451.01328468322754|1000|-278.6967818116662
16|0.8|0.001|458.0877389907837|1000|-359.3526816476221
16|0.8|0.001|538.6600489616394|1000|-381.39254017917114
16|0.8|0.001|505.6840615272522|1000|-253.21639760563153
16|0.8|0.01|415.7651262283325|1000|-345.9410879186534
16|0.8|0.01|461.2989718914032|1000|-445.15789327753873
16|0.8|0.01|690.8356287479401|1000|-219.9304108445856
16|0.8|0.1|391.2064347267151|1000|-530.6560630505356
16|0.8|0.1|1664.6554906368256|1000|-330.80202372438436
16|0.8|0.1|393.14461374282837|1000|-159.11727932494242
16|0.99|0.001|513.1731324195862|1000|-203.353623811475
16|0.99|0.001|477.9728271961212|1000|-164.76507206495086
16|0.99|0.001|575.900333404541|1000|-230.1666915595844
16|0.99|0.01|824.9501943588257|1000|-415.4824760100496
16|0.99|0.01|475.78257489204407|1000|-307.2772221332649
16|0.99|0.01|752.1513559818268|1000|-324.3787471342402
16|0.99|0.1|409.69372296333313|1000|-521.4319895364187
16|0.99|0.1|545.6494665145874|1000|-318.84854818711574
16|0.99|0.1|398.02991914749146|1000|-577.1987732555107
64|0.3|0.001|508.56477308273315|1000|-257.7158970992553
64|0.3|0.001|550.3988647460938|1000|-354.79537362786743
64|0.3|0.01|1254.4953849315643|1000|-158.84526765444062
64|0.3|0.01|1866.516954421997|1000|-118.62877392113063
64|0.8|0.001|760.1839215755463|1000|-405.85808266170113
64|0.8|0.001|628.1195042133331|1000|-293.9168919069698
64|0.8|0.01|440.87140703201294|1000|-171.5421040258715
64|0.8|0.01|456.2406117916107|1000|-211.11315513857963
64|0.8|0.1|1567.617446422577|1000|-231.7177993587812
64|0.8|0.1|491.07086300849915|1000|-672.8961771652885
64|0.99|0.001|495.925719499588|1000|-317.9089441478059
64|0.99|0.001|661.0513253211975|1000|-399.7893221594349
64|0.99|0.01|456.1442782878876|1000|-377.50917077863824
64|0.99|0.01|404.2824990749359|1000|-366.74297104946805
64|0.99|0.1|619.1067070960999|1000|-261.09701845560727
64|0.99|0.1|522.3683176040649|1000|-247.38010978988126
128|0.8|0.001|474.8938801288605|1000|-374.0618480708927
128|0.8|0.001|442.0839149951935|1000|-369.234821282227
128|0.8|0.01|684.9094297885895|1000|-195.24205188127567
128|0.8|0.01|682.2553908824921|1000|-226.71621312535106
128|0.8|0.1|564.6540908813477|1000|-505.54868500013754
128|0.8|0.1|1005.1305313110352|1000|-219.40038510595076
128|0.99|0.001|524.537880897522|1000|-119.90992467444204
128|0.99|0.001|673.4830422401428|1000|-204.54335514420666
128|0.99|0.01|740.1886026859283|1000|-214.46154816443095
128|0.99|0.01|910.5488350391388|1000|-213.83221159982543
128|0.99|0.1|380.7173149585724|1000|-438.00831671528715
128|0.99|0.1|630.4548246860504|1000|-579.910572505563
256|0.8|0.001|575.1916809082031|1000|-396.6409052541679
256|0.8|0.001|796.7905614376068|1000|-381.54993546111973
256|0.8|0.01|902.2483267784119|1000|-260.8075963531539
256|0.8|0.01|2283.7712953090668|1000|-66.4063188449136
256|0.8|0.001|548.4002969264984|1000|-476.88932464370424
256|0.8|0.001|463.37398052215576|1000|-451.6269796941029
256|0.8|0.01|3335.920211791992|1000|-108.93765827935782
256|0.8|0.01|1258.0316996574402|1000|-186.10911165856587
256|0.8|0.1|407.6277005672455|1000|-529.7553909284599
256|0.8|0.1|458.6290111541748|1000|-449.6135103465369
256|0.99|0.001|785.6967301368713|1000|-337.27958687472864
256|0.99|0.001|556.4559202194214|1000|-157.92057222674666
256|0.99|0.01|702.2399709224701|1000|-302.23230009194964
256|0.99|0.01|441.8604197502136|1000|-159.8314928125514
256|0.99|0.1|405.31933522224426|1000|-556.1689506714998
256|0.99|0.1|538.6336827278137|1000|-531.0660573459074
